disease_code,disease_name,entity_type,evidence_levels,evidence_texts,guideline_names,node_code,node_name,pages,recommendation_levels
DIS-CARD-HT,高血压,ClinicalRule,[],[],[],RULE-HT-HT-DIAG,高血压DIAG阶段触发规则,[],[]
DIS-CARD-HT,高血压,ClinicalRule,[],[],[],RULE-HT-HT-FU,高血压FU阶段触发规则,[],[]
DIS-CARD-HT,高血压,ClinicalRule,[],[],[],RULE-HT-HT-TX,高血压TX阶段触发规则,[],[]
DIS-CARD-HT,高血压,DiagnosisCriteria,[],[],[],DXC-CARD-AA96D71FB917,高血压诊断标准,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-BETA-BLOCKER,β受体阻滞剂,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-FF357D9EFC0D,乌拉地尔,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-31AF701C4FDE,依普利酮,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-DIURETIC,利尿剂,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-0D0DB99E2AB7,吲达帕胺,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-92C1B5DBC246,培哚普利,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-3D43C06FF87E,尼卡地平,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-9898EF617690,拉贝洛尔,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-4B7E477CBBB5,替米沙坦,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-2CF15595A00F,比索洛尔,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-E094B2A32744,氢氯噻嗪,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-DB0237EA7215,氨氯地平,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-8E0DA7E93A15,氯沙坦,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-E2FE14E667D7,盐皮质激素受体拮抗剂,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-B7E17BAB0003,硝普钠,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-44713CFF40E7,硝苯地平,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-CC1DDBE4EFA8,硝酸甘油,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-B11E6D463DE0,缬沙坦,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-C9175F150C3D,美托洛尔,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-5F2216210955,螺内酯,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-C015B7A5655A,血管紧张素Ⅱ受体阻滞剂,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-E40082221530,血管紧张素转换酶抑制剂,[],[]
DIS-CARD-HT,高血压,Medication,[],[],[],MED-CARD-28E925C6DE45,钙通道阻滞剂,[],[]
DIS-CARD-HT,高血压,Procedure,[],[],[],PROC-CARD-4796E8BA1E1E,肾上腺切除术,[],[]
DIS-CARD-HT,高血压,Procedure,[],[],[],PROC-CARD-143BCFA6B96E,肾动脉介入治疗,[],[]
DIS-CARD-HT,高血压,TreatmentPlan,[],[],[],PLAN-CARD-2081B78ED14D,生活方式干预,[],[]
DIS-CARD-HT,高血压,TreatmentPlan,[],[],[],PLAN-CARD-0CDCF256C0E6,联合降压治疗,[],[]
DIS-CARD-HT,高血压,TreatmentPlan,[],[],[],PLAN-CARD-BDE62A3BE028,降压治疗,[],[]
DIS-CARD-HT,高血压,TreatmentPlan,[],[],[],PLAN-CARD-34D17C2BA3F6,高血压急症降压治疗,[],[]
DIS-CARD-HT-CKD,慢性肾脏病合并高血压,ClinicalRule,[],[],[],RULE-HT-CKD-DIAG,慢性肾脏病合并高血压DIAG阶段触发规则,[],[]
DIS-CARD-HT-CKD,慢性肾脏病合并高血压,ClinicalRule,[],[],[],RULE-HT-CKD-FU,慢性肾脏病合并高血压FU阶段触发规则,[],[]
DIS-CARD-HT-CKD,慢性肾脏病合并高血压,ClinicalRule,[],[],[],RULE-HT-CKD-TX,慢性肾脏病合并高血压TX阶段触发规则,[],[]
DIS-CARD-HT-CKD,慢性肾脏病合并高血压,DiagnosisCriteria,[],[],[],DXC-HT-CKD,CKD合并高血压诊断标准,[],[]
